OID_,Traffic_Station_Locations_OBJECTID,Traffic_Station_Locations_Signing,Traffic_Station_Locations_DOT_ID,Traffic_Station_Locations_CO,Traffic_Station_Locations_FG,Traffic_Station_Locations_Sample_ID,Traffic_Station_Locations_Bridge_ID,Traffic_Station_Locations_RR_Xing,Traffic_Station_Locations_NHS,Traffic_Station_Locations_Speed,Traffic_Station_Locations_Oneway,Traffic_Station_Locations_OLAP_Hier,Traffic_Station_Locations_Lanes,Traffic_Station_Locations_RC_STATION,Traffic_Station_Locations_RG,Traffic_Station_Locations_REGION_COD,Traffic_Station_Locations_COUNTY_COD,Traffic_Station_Locations_COU,Traffic_Station_Locations_CCST,Traffic_Station_Locations_GIS_ID,Traffic_Station_Locations_LOC_ERROR,Traffic_Station_Locations_RCSTA1,Traffic_Station_Locations_RC_Code,Traffic_Station_Locations_FIPS,Traffic_Station_Locations_Station_T1,Traffic_Station_Locations_GeoCode_T,Traffic_Station_Locations_Juris_T,Traffic_Station_Locations_GlobalID,Traffic_Station_Locations_Retired,Traffic_Station_Locations_R_Year,Traffic_Station_Locations_R_Notes,Traffic_Station_Locations_Shape_STLe,AADT_Stats_2023_Table_Description,AADT_Stats_2023_Table_County,AADT_Stats_2023_Table_Route,AADT_Stats_2023_Table_From_Milepoint,AADT_Stats_2023_Table_To_Milepoint,AADT_Stats_2023_Table_Functional_Class,AADT_Stats_2023_Table_Latitude,AADT_Stats_2023_Table_Longitude,AADT_Stats_2023_Table_Year,AADT_Stats_2023_Table_Stat_Type,AADT_Stats_2023_Table_AADT,AADT_Stats_2023_Table_AAWDT,AADT_Stats_2023_Table_Single_Unit_Truck_AADT,AADT_Stats_2023_Table_Combo_Unit_Truck_AADT,AADT_Stats_2023_Table_K_Factor,AADT_Stats_2023_Table_D_Factor,AADT_Stats_2023_Table_Station_Type,Shape_Length
7418,7625, ,256960,1,30, ,2066919, , ,25, , ,3:3||||,04_8037,11,0,4,61, ,256960011,NO ERROR,048037,04,061,8037,2034,04,{4B940C36-CD29-4C99-8009-57EE7E8B8BB5}, ,0, ,353.059800166000002,WASHINGTON BRG from AMSTERDAM AVE to BRONX CO / L,New york,WASHINGTON BRG,0,0.22,Urban:Minor Arterial,40.847740000000002,-73.930300000000003,2023,Estimated,34932,,1998,246,0.060000000000000,0.65,Short Term,353.059800294521267
7420,7624, ,274798,1,30, ,223206A, ,Y,0,Y, ,1:0||||,04_6430,11,0,4,61, ,274798011,NO ERROR,046430,04,061,6430,2034,01,{DAEAE9FC-FD1C-468D-A479-123A4AD761A6}, ,0, ,369.160889042999997,907L at Exit 7 from AVENUE C(OFF) to 907L SB (ON),New york,907L AT EXIT 7,0,0.23,Urban:Principal Arterial - Freeways & Expressways,40.730423000000002,-73.973258000000001,2023,Estimated,8084,,189,29,0.060000000000000,1,Short Term,369.160889041399798
7425,7623, ,274885,1,30, ,222943A, ,Y,0,Y, ,1:0||||,04_6429,11,0,4,61, ,274885011,PARTIAL MATCH FOR THE TO-MEASURE,046429,04,061,6429,2034,01,{42A39FC3-4CE1-427A-ACCA-10731A290D46}, ,0, ,298.687622733000012,907V  Exit 17 D from DIVERGE FROM RIVERSIDE DR to 907V SB (ON),New york,907V  EXIT 17 D,0,0.18,Urban:Principal Arterial - Freeways & Expressways,40.866940999999997,-73.931235000000001,2023,Estimated,12405,,289,45,0.070000000000000,1,Short Term,298.687622733655303
7429,7622, ,275136,1,30, ,552250A, ,Y,0,Y, ,2:0||||,04_6428,11,0,4,61, ,275136011,NO ERROR,046428,04,061,6428,2034,01,{6BA9A889-FF97-452C-98D1-33AB259CF617}, ,0, ,676.537698651000028,907V  Exit 14 & from DVRG FRM 907V NB OFF&RVSD DR to I95 SB UPPER LEVEL (ON),New york,907V  EXIT 14 &,0,0.42,Urban:Principal Arterial - Interstate,40.850369000000001,-73.941083000000006,2023,,,,,,,,Short Term,676.537698651543792
7433,7621, ,275047,1,30, ,2245480, ,Y,0,Y, ,1:0||||,04_6427,11,0,4,61, ,275047011,NO ERROR,046427,04,061,6427,2034,32,{071C825C-8059-4430-AC47-5A1D6DA2E7D6}, ,0, ,386.243319686000007,907V  Exit 14 & from RIVERSIDE DR to MERGE WITH 907V NB OFF RAMP,New york,907V  EXIT 14 &,0,0.24,Urban:Principal Arterial - Interstate,40.844175999999997,-73.944587999999996,2023,Estimated,13807,,875,559,0.090000000000000,1,Short Term,386.243302094088392
7437,7620, ,274879,1,30, ,5522542, ,Y,0,Y, ,1:0|2:0|||,04_6424,11,0,4,61, ,274879011,NO ERROR,046424,04,061,6424,2034,01,{EFE271F1-3E08-47C7-AA7C-2BE6646CDA2A}, ,0, ,290.379936046000012,907V  Exit 14 & from 907V SB (OFF) to DIVERGE TO RIVERSIDE DR,New york,907V  EXIT 14 &,0,0.18,Urban:Principal Arterial - Freeways & Expressways,40.846710000000002,-73.944749999999999,2023,Estimated,19445,,1233,787,0.080000000000000,1,Short Term,290.379936044610474
7444,7619, ,274875,1,30, ,5522490, ,Y,0,Y, ,2:0||||,04_6423,11,0,4,61, ,274875011,NO ERROR,046423,04,061,6423,2034,32,{EEB89DFF-43F2-452F-830E-449DE3DC607A}, ,0, ,482.804211559999999,907V  Exit 14 & from 9A NB (OFF) to MERGE WITH RAMP OFF RS DR,New york,907V  EXIT 14 &,0,0.3,Urban:Principal Arterial - Interstate,40.842936000000002,-73.944799000000003,2023,Estimated,41084,,2603,1662,0.070000000000000,1,Short Term,482.804216634950819
7449,7618, ,275636,1,30, ,226771D, ,Y,0,Y, ,1:0||||,04_6421,11,0,4,61, ,275636011,PARTIAL MATCH FOR THE TO-MEASURE,046421,04,061,6421,2034,01,{95A79DDD-BA97-4332-8927-37F98F5AE4DE}, ,0, ,205.784636027999994,907V EXIT 10 AT from 907V SB(OFF) to W 79TH ST,New york,907V EXIT 10 AT,0,0.13,Urban:Principal Arterial - Freeways & Expressways,40.786617999999997,-73.983603000000002,2023,Estimated,10761,,251,39,0.080000000000000,1,Short Term,205.784636027327650
7452,7617, ,275652,1,30, ,2267717, ,Y,0,Y, ,1:0||||,04_6420,11,0,4,61, ,275652011,PARTIAL MATCH FOR THE TO-MEASURE,046420,04,061,6420,2034,01,{CD401107-F070-4867-9FC0-A0B3101E9D30}, ,0, ,218.824217137000005,907V EXIT 10 AT from W 79TH ST to 907V SB(ON),New york,907V EXIT 10 AT,0,0.14,Urban:Principal Arterial - Freeways & Expressways,40.785201999999998,-73.984671000000006,2023,Estimated,8285,,193,30,0.080000000000000,1,Short Term,218.824217135763206
7455,7616, ,275043,1,30, ,552120A, ,Y,0,Y, ,1:0||||,04_6418,11,0,4,61, ,275043011,PARTIAL MATCH FOR THE TO-MEASURE,046418,04,061,6418,2034,01,{636F6C14-E80E-4113-B01D-4F834F40B7E0}, ,0, ,334.074422106999975,907P at Exit 18 from 907P SB (OFF) to MERGE TO TRIBOROUG BRIDGE,New york,907P AT EXIT 18,0,0.21,Urban:Principal Arterial - Freeways & Expressways,40.801887000000001,-73.930324999999996,2023,Estimated,8827,,206,32,0.080000000000000,1,Short Term,334.074422108894510
7459,7615, ,274837,1,30, ,552120C, ,Y,0,Y, ,2:0||||,04_6417,11,0,4,61, ,274837011,PARTIAL MATCH FOR THE TO-MEASURE,046417,04,061,6417,2034,32,{DED983F4-6B4E-4566-A456-9ED6DFCE210F}, ,0, ,475.194730852000021,907P at Exit 18 from E 125TH ST to RFK BR NY900G SB (ON),New york,907P AT EXIT 18,0,0.3,Urban:Principal Arterial - Freeways & Expressways,40.802191999999998,-73.932923000000002,2023,Estimated,15603,,364,56,0.080000000000000,1,Short Term,475.194730852236489
7461,7614, ,274835,1,30, ,224005A, ,Y,0,Y, ,1:0|2:0|||,04_6416,11,0,4,61, ,274835011,PARTIAL MATCH FOR THE TO-MEASURE,046416,04,061,6416,2034,01,{88B93542-4E1C-414C-AA7E-38E1C46640D0}, ,0, ,800.989889074999951,907P at Exit 18 from 907L NB (OFF) to WILLIS AVE BRIDGE,New york,907P AT EXIT 18,0,0.47,Urban:Principal Arterial - Freeways & Expressways,40.800460000000001,-73.929310000000001,2023,Estimated,19862,,463,72,0.060000000000000,1,Short Term,800.989889072640949
7465,7613, ,274852,1,30, ,1077050, ,Y,0,Y, ,1:0||||,04_6415,11,0,4,61, ,274852011,PARTIAL MATCH FOR THE TO-MEASURE,046415,04,061,6415,2034,01,{28BACEB1-BE46-45E7-8262-ABB4808094C3}, ,0, ,1072.098987719999968,907P Exit 23N a from DIVERGE FROM HARLEM RIVER DR to 907P NB (ON),New york,907P EXIT 23N A,0,0.4,Urban:Principal Arterial - Freeways & Expressways,40.834099999999999,-73.937129999999996,2023,Estimated,4560,,106,16,0.110000000000000,1,Short Term,1072.098987717714408
7473,7612, ,274844,1,30, ,1077000, ,Y,0,Y, ,1:0||||,04_6414,11,0,4,61, ,274844011,PARTIAL MATCH FOR THE TO-MEASURE,046414,04,061,6414,2034,01,{91BB2F25-8343-4199-A496-D40426513D61}, ,0, ,441.964103969000007,907P Exit 21 at from 907P NB (OFF) to E 135TH ST,New york,907P EXIT 21 AT,0,0.27,Urban:Principal Arterial - Freeways & Expressways,40.811250000000001,-73.934600000000003,2023,Actual,8770,,,,0.080000000000000,1,Short Term,441.964103970447013
7479,7611, ,274800,1,30, ,2266630, ,Y,0,Y, ,1:0||||,04_6412,11,0,4,61, ,274800011,NO ERROR,046412,04,061,6412,2034,01,{9CB3DFDF-6960-42E0-B9D8-B135C5D40F01}, ,0, ,418.430277051000019,907L Exit 10 at from UNITED NATION PLZ to 907L NB(ON),New york,907L EXIT 10 AT,0,0.26,Urban:Principal Arterial - Freeways & Expressways,40.752226999999998,-73.964512999999997,2023,Actual,7121,,,,0.100000000000000,1,Short Term,418.430305662538217
7482,7610, ,274799,1,30, ,107706C, ,Y,0,Y, ,1:0||||,04_6411,11,0,4,61, ,274799011,PARTIAL MATCH FOR THE TO-MEASURE,046411,04,061,6411,2034,01,{B1CDCB90-06F9-4BDF-90A8-5F3D7B184FB2}, ,0, ,496.120763934000024,907L Exit 9 at from 907L NB (OFF) to E 42ND ST,New york,907L EXIT 9 AT,0,0.31,Urban:Principal Arterial - Freeways & Expressways,40.744729999999997,-73.970816999999997,2023,Estimated,12354,,82,0,0.080000000000000,1,Short Term,496.120763934250704
7485,7609, ,274796,1,30, ,223204B, ,Y,0,Y, ,1:0||||,04_6410,11,0,4,61, ,274796011,NO ERROR,046410,04,061,6410,2034,01,{EC2B62CD-8300-49F1-B040-36111FA38528}, ,0, ,288.443520960000001,907L at Exit 5 from E HOUSTON ST(OFF) to 907L NB (ON),New york,907L AT EXIT 5,0,0.18,Urban:Principal Arterial - Freeways & Expressways,40.719718999999998,-73.974616999999995,2023,Actual,10346,,,,0.060000000000000,1,Short Term,288.443520960000910
7490,7608, ,274795,1,30, ,223204A, ,Y,0,Y, ,1:0||||,04_6409,11,0,4,61, ,274795011,PARTIAL MATCH FOR THE TO-MEASURE,046409,04,061,6409,2034,01,{6C3C3508-9892-46B2-B8FE-54C28674E06A}, ,0, ,318.738989339000000,907L at Exit 5 from 907L NB (OFF) to E HOUSTON ST(ON),New york,907L AT EXIT 5,0,0.2,Urban:Principal Arterial - Freeways & Expressways,40.718052000000000,-73.974827000000005,2023,Actual,4818,,,,0.100000000000000,1,Short Term,318.738989336280895
7499,7607, ,275042,1,30, ,224001E, ,Y,0,Y, ,1:0||||,04_6407,11,0,4,61, ,275042011,NO ERROR,046407,04,061,6407,2034,01,{321137A4-3B04-4C70-9259-A70058A49B47}, ,0, ,177.028167225999994,907L Exit 2 at from DIVERGE FROM BROOKLYN BR OFF to PEARL ST,New york,907L EXIT 2 AT,0,0.11,Urban:Principal Arterial - Freeways & Expressways,40.710751000000002,-74.002008000000004,2023,Estimated,7034,,31,0,0.060000000000000,1,Short Term,177.028195931159189
7508,7606, ,274792,1,30, ,223201D, ,Y,0,Y, ,1:0|2:0|||,04_6406,11,0,4,61, ,274792011,NO ERROR,046406,04,061,6406,2034,01,{A1BF0FD6-6C05-42DA-BA3E-0E53C1388E0C}, ,0, ,579.364936883000041,907L Exit 2 at from MERGE FROM BROOKLYN BR&PEARL to 907L NB (ON),New york,907L EXIT 2 AT,0.42,0.78,Urban:Principal Arterial - Freeways & Expressways,40.708730000000003,-73.997529999999998,2023,Estimated,44883,,392,0,0.060000000000000,1,Short Term,579.364902924289709
7511,7605, ,274793,1,30, ,223201C, ,Y,0,Y, ,1:0||||,04_6405,11,0,4,61, ,274793011,NO ERROR,046405,04,061,6405,2034,01,{D73B2608-3BA1-4E9F-8CD4-9C93378DD894}, ,0, ,128.952053006000000,907L Exit 2 at from 907L SB (OFF) to DIVERGE TO BROOKLYN BR&RO PL,New york,907L EXIT 2 AT,0,0.08,Urban:Principal Arterial - Freeways & Expressways,40.708495999999997,-73.999009000000001,2023,Estimated,39490,,921,142,0.060000000000000,1,Short Term,128.952053007811116
7514,7604, ,275041,1,30, ,224001C, ,Y,0,Y, ,1:0||||,04_6404,11,0,4,61, ,275041011,NO ERROR,046404,04,061,6404,2034,01,{96E1350C-B4EE-43EF-AB64-157D6B3FC01B}, ,0, ,241.402126379000009,907L Exit 2 at from PEARL ST to MERGE WITH907L NB OFF RAMP,New york,907L EXIT 2 AT,0,0.15,Urban:Principal Arterial - Freeways & Expressways,40.710006999999997,-74.002064000000004,2023,Estimated,5709,,38,0,0.090000000000000,1,Short Term,241.402114507113311
7516,7603, ,274791,1,30, ,224001B, ,Y,0,Y, ,2:0||||,04_6403,11,0,4,61, ,274791011,NO ERROR,046403,04,061,6403,2034,01,{2BE19C65-CD01-4C18-A01A-2B125556281E}, ,0, ,288.273057022999978,907L Exit 2 at from MRG WITH RAMP OFF PEARL ST to BROOKLYN BR (ON),New york,907L EXIT 2 AT,0.49,0.67,Urban:Principal Arterial - Freeways & Expressways,40.711205999999997,-74.004305000000002,2023,Estimated,46021,,251,1,0.060000000000000,1,Short Term,288.273099472262516
7520,7602, ,274791,1,30, ,223201A, ,Y,0,Y, ,1:0||||,04_6402,11,0,4,61, ,274791011,NO ERROR,046402,04,061,6402,2034,01,{30D36A2D-FF6A-4AE7-BB03-FE92D2D53F3E}, ,0, ,354.056432326999982,907L Exit 2 at from 907L NB (OFF) to DVG TO PEARL&BROOKLYN BR,New york,907L EXIT 2 AT,0,0.22,Urban:Principal Arterial - Freeways & Expressways,40.707047000000003,-74.001126999999997,2023,Estimated,9401,,149,0,0.100000000000000,1,Short Term,354.056387739687580
7525,7601, ,273800,1,30, ,552188B, ,Y,0,Y, ,2:0||||,04_6401,11,0,4,61, ,273800011,NO ERROR,046401,04,061,6401,2034,32,{719F7B8D-8C3C-47E9-AE0C-E5E40CBC2B13}, ,0, ,289.682489476999990,I278 at 900G from I-278 WB (OFF) to TRIB BR (ON) TO MANHTN,New york,I278 AT 900G,0,0.18,Urban:Principal Arterial - Interstate,40.797490000000003,-73.920720000000003,2023,Estimated,17380,,1101,703,0.090000000000000,1,Short Term,289.682476632388102
7529,7600, ,273799,1,30, ,552188A, ,Y,0,Y, ,2:0|3:0|||,04_6400,11,0,4,61, ,273799011,PARTIAL MATCH FOR THE TO-MEASURE,046400,04,061,6400,2034,32,{28B26452-E30A-4B80-A0AC-E36C0A8DEE88}, ,0, ,943.042166382000005,I278 at 900G from I278 EB OFF to 900G NB ON,New york,I278 AT 900G,0,0.59,Urban:Principal Arterial - Interstate,40.795740000000002,-73.920550000000006,2023,Estimated,37560,,2380,1519,0.060000000000000,1,Short Term,943.042166382848905
7534,7599, ,303732,1,30, ,5522610, , ,25, , ,2:0|2:2|||,04_6367,11,0,4,61, ,303732011,PARTIAL MATCH FOR THE TO-MEASURE,046367,04,061,6367,2034,04,{56F4D302-DA99-42B8-9F02-AE34FB5527D9}, ,0, ,1908.038165590000062,ST NICHOLAS AVE from BROADWAY to FT GEORGE HILL,New york,ST NICHOLAS AVE,0.42,1.61,Urban:Minor Arterial,40.852150000000002,-73.931590000000000,2023,Estimated,11987,,685,84,0.060000000000000,0.61,Short Term,1908.038132902312782
7538,7598, ,273802,1,30, ,552120F, ,Y,0,Y, ,1:0||||,04_6351,11,0,4,61, ,273802011,PARTIAL MATCH FOR THE TO-MEASURE,046351,04,061,6351,2034,32,{E568D3A9-93C4-47A9-835C-16FB2796C408}, ,0, ,271.932551799999999,I278 at 900G from MRG RMP TO I-278 NB (ON) to I-278 EB(ON),New york,I278 AT 900G,0.16,0.33,Urban:Principal Arterial - Interstate,40.797446999999998,-73.919790000000006,2023,,,,,,,,Short Term,271.932604872285651
7543,7597, ,274994,1,30, ,552120E, ,Y,0,Y, ,1:0||||,04_6350,11,0,4,61, ,274994011,NO ERROR,046350,04,061,6350,2034,32,{49BDBE70-FB8F-460B-9FC3-9CA7179D7457}, ,0, ,514.991085732999977,I278 at 900G from RANDALLS ISLAND PARK RD to MRG RAMP TO I-278 SB (ON),New york,I278 AT 900G,0,0.32,Urban:Principal Arterial - Interstate,40.799832000000002,-73.925866999999997,2023,Estimated,1974,,125,80,0.120000000000000,1,Short Term,514.991111238475924
7548,7596, ,256572,1,30, ,2246470, , ,25,Y, ,1:0||||,04_6342,11,0,4,61, ,256572011,NO ERROR,046342,04,061,6342,2034,12,{E4FD0139-99D0-4C8B-8657-A46747759F0B}, ,0, ,1405.144101450000107,CENTRAL PK E DR from 97TH ST THRU CP to AC POWELL JR B,New york,CENTRAL PK E DR,2.09,2.96,Urban:Minor Arterial,40.794840000000001,-73.954300000000003,2023,Estimated,553,,31,4,0.120000000000000,1,Short Term,1405.144133743852080
7554,7595, ,256572,1,30,2018297,2246250, , ,25,Y, ,1:0||||,04_6340,11,0,4,61, ,256572011,NO ERROR,046340,04,061,6340,2034,12,{C954AF37-58B6-40BF-A6B7-8021F646C4D2}, ,0, ,1645.312868369999933,CENTRAL PK E DR from 79TH ST THRU CP to 97TH ST THRU CP,New york,CENTRAL PK E DR,1.07,2.09,Urban:Minor Arterial,40.782352000000003,-73.960192000000006,2023,Actual,209,,26,0,0.110000000000000,1,Short Term,1645.312868373416904
7559,7594, ,256580,1,30, ,2246330, , ,25,Y, ,1:0||||,04_6338,11,0,4,61, ,256580011,NO ERROR,046338,04,061,6338,2034,04,{0D5A7716-770E-4129-A9D7-D6FDB15E5D94}, ,0, ,869.047561106999979,CENTRL PK W DR from W 77TH ST to W86TH TRANS RD,New york,CENTRL PK W DR,0.88,1.42,Urban:Minor Arterial,40.778610000000000,-73.972520000000003,2023,Estimated,254,,24,0,0.110000000000000,1,Short Term,869.047627887007820
7562,7593, ,256572,1,30,2019006,2246170, , ,25,Y, ,1:0||||,04_6336,11,0,4,61, ,256572011,NO ERROR,046336,04,061,6336,2034,12,{A478BFB5-DC46-42BB-874C-C6DE3F14EEBB}, ,0, ,1166.032786909999913,CENTRAL PK E DR from CENTER DR to 79TH ST THRU CP,New york,CENTRAL PK E DR,0.34,1.07,Urban:Minor Arterial,40.776969999999999,-73.966989999999996,2023,Actual,256,,43,1,0.120000000000000,1,Short Term,1166.032799399821215
7565,7592, ,256573,1,30, ,2246150, , ,25,Y, ,2:0||||,04_6335,11,0,4,61, ,256573011,PARTIAL MATCH FOR THE TO-MEASURE,046335,04,061,6335,2034,04,{F23E7AB7-6147-4E80-B64B-4DC70D82C65A}, ,0, ,609.707942017000050,CP OLMSTED WAY from CP WEST DR to CP EAST DR,New york,CP OLMSTED WAY,0,0.38,Urban:Minor Arterial,40.773814000000002,-73.972029000000006,2023,Actual,49,,12,1,0.140000000000000,1,Short Term,609.707942017029723
7569,7591, ,256931,1,30, ,2246140, , ,25, , ,1:1||||,04_6334,11,0,4,61, ,256931011,PARTIAL MATCH FOR THE TO-MEASURE,046334,04,061,6334,2034,04,{4AC81360-2DEF-40A6-AE20-973E30F3162E}, ,0, ,44.612835509400000,W 72ND ST SPUR from CENTRAL PARK W to CP WEST DR,New york,W 72ND ST SPUR,0,0.03,Urban:Minor Arterial,40.776093000000003,-73.975663999999995,2023,Actual,95,,18,0,0.120000000000000,0.55,Short Term,44.612835509921169
7577,7590, ,256571,1,30, ,2246050, , ,0, , ,1:1||||,04_6331,11,0,4,61, ,256571011,NO ERROR,046331,04,061,6331,2034,04,{4F199E58-789E-420B-B5AF-5A7309BFAAC6}, ,0, ,843.859079094999970,CP CENTER RD from CP POND RD to CENTRAL PK E DR,New york,CP CENTER RD,0,0.33,Urban:Minor Arterial,40.768580000000000,-73.975639999999999,2023,Actual,155,,20,2,0.120000000000000,1,Short Term,843.859079096652977
7581,7589, ,256580,1,30, ,2246000, , ,25,Y, ,1:0|2:0|||,04_6330,11,0,4,61, ,256580011,NO ERROR,046330,04,061,6330,2034,04,{E466EE51-789D-4C1B-9624-A4EFBD70A280}, ,0, ,611.551969599000017,CENTRL PK W DR from COLUMBUS CIR SP to W 67TH ST SPUR,New york,CENTRL PK W DR,0,0.39,Urban:Minor Arterial,40.770451000000001,-73.978931000000003,2023,Actual,95,,18,5,0.200000000000000,1,Short Term,611.551916996672503
7585,7588, ,301625,1,30, ,2246550, , ,25, , ,1:1|1:2|2:2||,04_6328,11,0,4,61, ,301625011,NO ERROR,046328,04,061,6328,2034,04,{D5B5F6F5-CBD6-44A1-8E84-ECEDA823EA13}, ,0, ,547.178046931000040,PARK AVE viaduc from E 40th ST to E 46th St,New york,PARK AVE VIADUC,0,0.34,Urban:Minor Arterial,40.752034999999999,-73.977746999999994,2023,Estimated,24988,,110,1,0.060000000000000,0.59,Short Term,547.178080453753864
7590,7587, ,274880,1,30, ,2229350, ,Y,0,Y, ,2:0||||,04_6312,11,0,4,61, ,274880011,PARTIAL MATCH FOR THE TO-MEASURE,046312,04,061,6312,2034,01,{8DD2FB12-76AC-49EB-B12B-F6D0A3D4E912}, ,0, ,409.776430774000005,907V  Exit 14 & from MERGE WITH I95 SB (OFF) to NY9A SB (ON),New york,907V  EXIT 14 &,0.42,0.67,Urban:Principal Arterial - Freeways & Expressways,40.843004000000001,-73.945392999999996,2023,Estimated,47094,,3031,1890,0.080000000000000,1,Short Term,409.776458617662456
7593,7586, ,275044,1,30, ,222933B, ,Y,0,Y, ,1:0||||,04_6310,11,0,4,61, ,275044011,PARTIAL MATCH FOR THE TO-MEASURE,046310,04,061,6310,2034,01,{32FC6618-4DCA-4647-B101-CF9CA9BFA8F1}, ,0, ,366.802331188999972,907V  Exit 12 a from W 133RD ST to 907V NB (ON),New york,907V  EXIT 12 A,0,0.23,Urban:Principal Arterial - Freeways & Expressways,40.821840999999999,-73.958033999999998,2023,Estimated,12175,,284,44,0.080000000000000,1,Short Term,366.802331190002064
7596,7585, ,311679,1,30, , , , ,0,Y, ,2:0,04_6309,11,0,4,61, ,311679011,NO ERROR,046309,04,061,6309,2034,04,{232C200A-58D5-4BFC-A69E-CD475DF8FCAC}, ,0, ,319.148742959000003,MARGINAL ST from W 133RD ST to ST CLAIR PL,New york,MARGINAL ST,0,0.2,Urban:Local,40.819957000000002,-73.960061999999994,2023,Estimated,16072,,374,58,0.060000000000000,1,Short Term,319.148742958495575
7600,7584, ,275051,1,30, , , ,Y,0,Y, ,1:0||||,04_6242,11,0,4,61, ,275051011,NO ERROR,046242,04,061,6242,2034,32,{509C7C16-4D99-43C1-B7B2-AA01AFCEB72E}, ,0, ,84.354221241399998,907V  Exit 14 & from DIVERGE FROM 907V NB OFF to W 178 th ST,New york,907V  EXIT 14 &,0,0.05,Urban:Principal Arterial - Interstate,40.849187999999998,-73.941817999999998,2023,,,,,,,,Short Term,84.354221241245895
7608,7583, ,274881,1,30, , , ,Y,0,Y, ,1:0|3:0|||,04_6240,11,0,4,61, ,274881011,NO ERROR,046240,04,061,6240,2034,32,{74B4EE09-5E36-42EF-A26A-8BB09CF8628E}, ,0, ,225.308637976999989,907V  Exit 14 & from MERGE FROM FW&US9NB OFF to TO I95 WB,New york,907V  EXIT 14 &,0.49,0.63,Urban:Principal Arterial - Interstate,40.849986999999999,-73.943370000000002,2023,,,,,,,,Short Term,225.308709616455189
7613,7582, ,256955,1,30, ,5522600, , ,25, , ,1:1||||,04_6149,11,0,4,61, ,256955011,NO ERROR,046149,04,061,6149,2034,04,{87474B27-1A50-4311-9432-BDF1666849A3}, ,0, ,579.365028757000005,WADSWORTH AVE from W 173RD ST to W 180TH ST,New york,WADSWORTH AVE,0,0.35,Urban:Minor Arterial,40.847499999999997,-73.936689999999999,2023,Actual,4084,,161,1,0.070000000000000,0.54,Short Term,579.365054267251367
7616,7581, ,275058,1,30, ,5522541, ,Y,0,Y, ,1:0||||,04_6145,11,0,4,61, ,275058011,PARTIAL MATCH FOR THE TO-MEASURE,046145,04,061,6145,2034,01,{B44560AC-8305-4729-B767-0544B62E350F}, ,0, ,540.465406172000030,907V  Exit 14 & from DIV FROM I95 SB (OFF) to MERGE I95 NB (OFF),New york,907V  EXIT 14 &,0.13,0.47,Urban:Principal Arterial - Interstate,40.849361999999999,-73.942740000000001,2023,Estimated,13644,,865,552,0.080000000000000,1,Short Term,540.465410897122524
7619,7580, ,275048,1,30, ,5522520, ,Y,0,Y, ,2:0||||,04_6143,11,0,4,61, ,275048011,NO ERROR,046143,04,061,6143,2034,01,{CD7FF5A2-B3CB-41EC-8C81-3CD25465BFC7}, ,0, ,402.336192782000012,907V  Exit 14 & from I95 NB LOWER LEVEL(OFF) to MERGE WITH I95 SB OFF,New york,907V  EXIT 14 &,0,0.25,Urban:Principal Arterial - Interstate,40.848481999999997,-73.941811999999999,2023,Estimated,13671,,867,553,0.080000000000000,1,Short Term,402.336175457861486
7626,7579, ,275059,1,30, ,5522510, ,Y,0,Y, ,1:0||||,04_6142,11,0,4,61, ,275059011,PARTIAL MATCH FOR THE TO-MEASURE,046142,04,061,6142,2034,01,{B83A2CF2-B5B5-4EEA-B333-422BF8E58167}, ,0, ,234.890588578000006,907V  Exit 14 & from GWB LOWER LEVEL (OFF) to W 178TH ST,New york,907V  EXIT 14 &,0,0.15,Urban:Principal Arterial - Interstate,40.849048000000003,-73.942089999999993,2023,Estimated,3791,,240,154,0.120000000000000,1,Short Term,234.890588579075768
7629,7578, ,274880,1,30, ,552250H, ,Y,0,Y, ,2:0||||,04_6139,11,0,4,61, ,274880011,NO ERROR,046139,04,061,6139,2034,01,{A46A889F-D6EE-4292-A2A1-9CBE00BAA277}, ,0, ,675.925803373999997,907V  Exit 14 & from I95 NB UPPER LEVEL(OFF) to MERGE WITH I95 SB (OFF),New york,907V  EXIT 14 &,0,0.42,Urban:Principal Arterial - Freeways & Expressways,40.849344000000002,-73.942034000000007,2023,Estimated,19085,,1228,767,0.070000000000000,1,Short Term,675.925775526796656
7633,7577, ,256898,1,30, ,5522380, , ,25, , ,1:1||||,04_6132,11,0,4,61, ,256898011,NO ERROR,046132,04,061,6132,2034,04,{8FDB84EB-C08C-4982-B638-93DF0F605645}, ,0, ,804.673611938000022,W 39TH ST from DYER AVE to BROADWAY,New york,W 39TH ST,0,0.5,Urban:Major Collector,40.754840000000002,-73.989390000000000,2023,Actual,5661,,485,16,0.060000000000000,1,Short Term,804.673604873473437
7642,7576, ,256896,1,30, ,2245060, , ,25,Y, ,1:0|2:0|||,04_6130,11,0,4,61, ,256896011,NO ERROR,046130,04,061,6130,2034,04,{C3C80D0F-687D-4445-870E-4054AC67644F}, ,0, ,1271.384305439999935,W 37TH ST from ELEVENTH AVE to BROADWAY,New york,W 37TH ST,0,0.79,Urban:Major Collector,40.755876000000001,-73.996390000000005,2023,Estimated,4117,,286,30,0.060000000000000,1,Short Term,1271.384297101777520
